,Unnamed: 0,post
0,0, 
1,1,  smile curvy hair stylish clothe
2,2,  microlabel understand person person
3,3,  Sex invention create Illuminati pay attention scheme society focus sex asexual community actually people rise realize truth
4,4,  oof get wrong
5,5,  talk sexuality
6,6,  option sexuality
7,7,  question lot lately crush know boy year exchange bunch secret feeling whit lately discover people experience romantic attraction crush good friend crush find hard like honestly know everybody like think day talk whit sister mention fall love know person look say oh sorry break fall love got confuse sorry broken english language sure correct text thank
8,8,  grade pretend like guy think suppose choose crush meet year later ask remember crush answer Uhhhh yes guess
9,9,  friend show photo guy whitout shirt say ISN T hot reaction Ew shirt
10,10,  end hold
11,11, 
12,12,  hypothetical scenario AI draw Vincent Van Gogh painting say ai style copy art
13,13,  think Pansexual find pretty
14,14,  remove
15,15,  original photo take edit conformi Tumblr Museu Nacional Oscar Niemeyer Saturn God
16,16, 
17,17,  demographic ask highschool student major
18,18,  phone screen crack time th willing trow away
19,19,  portuguese speaker understand discover sound unnatural little self conscious english skill
20,20,  year meet good friend
21,21, 
22,22,  love
23,23,  petio pra vc escrever direito
24,24,  eae migo
25,25,  sex repulse ace like feel bad ask comfortable amazing worrying
26,26,  confuse feel attraction feel attraction
27,27,  happy support get thank guy
28,28,  simple ignorance say hurt say great definitely worth effort try educate hard talk
29,29,  try understand lot thing unfortunately
30,30,  sex repulse today talk sex ask stop look say know wish talk stuff worry grow friend year come going come good friend care aware asexuality exactly pretty sure assume sex repulsion base way talk it he mention attraction feel kinda bad want tell thank read
31,31,  hello Laura Age Location Brazil sexuality asexual Interesting fact love art wanna art teacher middle school favorite Steven Universe mean LOT love draw work world create free time scout prepare
32,32,  missile crisis cuba jfk deal modern art week country Brazil People trew tomato artist happy cake day
33,33,  ANNOYS SOOOO
34,34,  try interesting discussion person want win argument instead take friend friend talk
35,35,  yeah think tv thing shock people
36,36,  puberty joke boy feel horny mention girl feel horny assume feel sexual attraction girl Flawless logic
37,37,  relate
38,38, 
39,39,  eu n pq sou assim
40,40,  ocasionally yes fantasize
41,41,  friend
42,42,  sorry loss stay strong
43,43,  brazillian love old Felipe Neto channel alive dude mask video kid wtf
44,44,  guy remember big
45,45,  omg get old
46,46,  omg love style
47,47,  good Instagram
48,48,  amazing
49,49, 
50,50,  Raceizio
51,51, 
52,52, 
53,53,  sorry misunderstood sub
54,54,  Divorced Y e t
55,55,  ele um cowboy sexy ok gostar respeitar
56,56,  enfp
57,57,  start work confidence accept
58,58, 
59,59,  try work
60,60,  here https imgur com kazfom2 https imgur com kazfom2 fps
61,61,  reason minecraft run fps tho pc powerful maybe somethung whit tha java try fix work somebody help
62,62,  uma criancinha pequena de apena anos
63,63,  p s o d o c r
64,64,  kid
65,65,  Boa parte histrico dele Fortnite kk x200B
66,66,  paint perfect
67,67,  rock sad watch steven universe
68,68,  good message bad execution
69,69,  fact ask show emotionally smart
70,70,  gente ainda acaba aparecendo o lwiay
71,71, 
72,72,  Isso deveria ser desconfortvel legal EU QUERO tanto GOSTAR DISSO
73,73, 
74,74, 
75,75,  pq seu celular assim x200B
76,76,  teacher show class discuss danger social medium
77,77,  congrat
78,78,  yeeee
79,79,  exatamente por isso que eu t nesse sub
80,80, 
81,81,  kevin steven universe literally annoying character entertainment history
82,82,  brazilianese
83,83, 
84,84,  try happy dead
85,85,  freak love style
86,86,  surprise everybody
87,87,  agree psychologist
88,88,  o meteoro indica que ele vo morrer qualquer momento e professora psicopata acha magnifico
89,89,  girl openly addimite friend
90,90,  thank
91,91,  step time
92,92,  wo
93,93,  thank
94,94,  well start trade useless piece paper
95,95,  eat twice body weight
96,96,  maybe hide fact actually know book poser
97,97,  fourteen scared future country Brazil suck
98,98,  shower x200B
99,99, 
100,100,  roar twenty know lot culture like lot pf people care
101,101,  beautiful die
102,102,  country fucking wierd
103,103,  sorry hard strong go
104,104,  Escrotinho literally Lil Balls
105,105,  cute
106,106,  glad
107,107,  live society
108,108,  beautiful love style
109,109,  House party light lion
110,110,  pretty good
111,111,  mil buy book want
