,Unnamed: 0,post
0,0,  Animals Leaders Periphery Monuments TesseracT
1,1,  Pincushion Protea
2,2,  mom nurse large hospital deductible k ridiculous Edit forbidden word
3,3,  make question truly poly negative emotion cause anguish unhappiness good thing try explain negative emotion temporary opening byproduct social conditioning face fade time experience sure want hear
4,4,  mention newly open typically work jealousy instead drown new skill need learn find process opening like go therapy identify hurt reframe learning handle well future process happen night
5,5,  recommend lovehoney toy awesome refund policy toy break year easily refund new
6,6,  wo able change want change wrong wanting partner interested pleasing think reconsider relationship situation stay year effort feel like communicate right way listen need sex listening take care need way probably time think pattern listen provide need know think start scary excited engage sex make feel want worth
7,7,  usually maybe second time recovery period sex usually cum time recovery period need sooooooo prefer
8,8,  https www morethantwo com jealousy insecurity html Unfamiliar thing uncomfortable mean bad secure take folk work unfortunately resource available help transition
9,9,  monogamy people know tell life wrong partner want convinced partner away normal feel incredibly jealous baseline assumption possible recognize logically thing true experience emotion cause manage learn
10,10,  stupid know go room allow abusive violent behavior occur daughter home expose try run damage control responsibility protect
11,11,  album repeat good
12,12,  Nipple play Silver lining pierce wo risk lose
13,13,  oasis bouquet holder
14,14,  Red3E
15,15,  true case conversation need
16,16,  sure broad conversation understand tired right okay pattern feel incredibly insert feeling need figure happen work fix
17,17,  actually asexual sexually attract change boundary relationship take sex table affect sexual person ability seek sexual fulfillment outside relationship
18,18,  Polyamory work party consent agree rule boundary involve cheating let terminology confuse Proceed discover infidelity case deal breaker okay inclined forgive cheat forward give reaction try pin blame instead own action
19,19,  mix cactus soil perlite drainage cactus soil retain moisture
20,20,  wrong agree partner op partner communicating
21,21,  suppose communicate tell problem month blow
22,22,  NTA boyfriend insecure poor communicator tell deal month blow incredibly normal give silent treatment instead have actual conversation listen insensitive ridiculous
23,23,  disgusted dishonesty underhandedness flat hate trump ally
24,24,  hard know fuck shit guy face year want rapist family
25,25,  different people handle trauma different way different kind trauma elicit different response way knowing handle op
26,26,  course easier get benefit arrangement face hard part overcome jealousy face lot negative inner emotion transition hurt necessary process easy wants explore open shut opportunity feel bad work identify feeling learn overcome deal largely task work figure good reassure process
27,27,  fucking celebrate celebrate day death year rest life man deserve good world Fuck fuck entire family wish scene funeral tell
