,Unnamed: 0,post
0,0,  anxious teacher say okay m go randomly pick
1,1,  Excuse fuck
2,2,  m proud exactly order cultural merit
3,3,  follow baby nt hurt wanna know know know know
4,4,  year mom say shit like therapist ask feeling suicidal say afraid think stupid
5,5,  friend show bts nt fan thought music video look cool tell friend basically like oh okay s cool normally nt tell people m afraid see crazy bts fangirl especially mom annoyed time start talk lol
6,6,  eat sleep look phone s energy
7,7,  think spell like PU
8,8,  time ask kid menu want chicken nugget nt regular menu lady like day wonder nt btw
9,9,  nt find partner teacher pick group
10,10,  Boo
11,11,  throw fucking cliff
12,12,  hi
13,13,  remind birthday party indoor playground type thing poope slide
14,14,  wonder girl open Jonas brother
15,15,  practice ll eventually
16,16,  take unexpected twist
17,17,  s bad seedless watermelon
18,18,  love pancake
19,19,  problem interested people know probably come uninterested
20,20,  everyday bro
21,21,  think ocd try mess
22,22,  nt know feel weird sleep pillow
23,23,  think interesting kpop related thing happen go second summer concert see girl army bomb Haha yeah fun m sad having miss bts concert
24,24,  everyday
25,25,  yeah suffer m scared tell case actually think m pedophile therapist
26,26, 
27,27,  riverdale fucking musical episode nope fuck
28,28,  old school European s african
29,29,  m happy friend
30,30,  like like friend read comment make sense gross neckbeard like
31,31,  pick gender
32,32,  remind high school eat lunch people look like feel bad nt mind
33,33,  garbage man see huge teddy bear trash time
34,34,  think have toad inconvenient mail owner long
35,35,  m exactly year old mark nct yeah pretty surprising learn
36,36,  surprised learn Victoria lot old rest group think f x debut
37,37,  think funny look like maknae sehun actual maknae look like old member
38,38,  r wowthanksimcure
39,39,  Yep happy birthday
40,40,  think Anthony Padilla
41,41,  get bts Okay suga green haired Got watch video Fuck suga
42,42,  nt problem sleep forget eat
43,43,  kid start masturbate class
44,44,  happy birthday
45,45,  stop embarrass
46,46,  actually relate mean people feel bad wish apologize think good admit fuck people s hard
47,47,  s great idea
48,48,  think bts magic shop inspire book
49,49,  Hell m nt imagine attract year old
50,50,  mean s way stop cramp
51,51,  nt problem nt kid
52,52,  nt forget hit notification bell
53,53,  try buy lunch time high school realize nt money pay coin
54,54,  rehearse say teacher take attendance
55,55,  HUG
56,56,  happy birthday
57,57, 
58,58,  Yay m proud
59,59,  know feel try avoid kid
60,60,  hey remember fake pig yeah April fool lol real time
61,61,  thank mr skeletal
62,62,  little bit
63,63,  great idea memory suck
64,64,  people think holocaust nt happen
65,65,  yeah meet similar identify agender boy mean want kind confusing remember say xie pronoun like yeah Ill refer
66,66,  mean like lot group sm entertainment nt mean m go stan company group
67,67,  yeah ve have type thought end cry want smash head wall stop ve learn let thought happen disturb trying think bad remember thought nt reflect person
68,68,  time hear kpop see girl class jamming music ask listening show mv exos growl kind lose interest kpop friend show mv blood sweat tear bts interested kpop Jins song epiphany release birthday happy
69,69,  yeah feel like nt excited thing anymore
70,70,  m scared driving nt know related depression m scared get accident m asshole driver realize
71,71,  georgie cute
72,72,  remember friend show bts time like cool probably d listen time fast forward year half later kpop pretty listen lot merch like collect album
73,73,  yeah realize m actually real person weird feeling
74,74,  yeah write comment worry sound stupid delete entire thing
75,75,  Yay m glad hear s well
76,76,  read wrong thought Danny devitos cat
77,77,  bone appetit
78,78,  thank look well glass
79,79,  People
80,80,  man hate happen
81,81,  m mad disappointed
82,82,  Haha ve wake look clock thought oh shit m go late school change outfit realize pm
83,83,  yeah mainly m tired time matter sleep make tired
84,84,  m
85,85,  remember take kind test question true false question like hear voice head say true lady give test ask mean like hear voice head think s mean
86,86,  similar happen people randomly ask m okay look sad face
87,87,  think yoongi trivia seesaw
88,88,  bonjour
89,89,  perfect
90,90,  exactly go LA year ago take hour state live
91,91, 
92,92,  school hate teacher sort stuff test nervous
93,93,  Guess Ill die
94,94,  twobroschillinginthehottubfivefeetapartcausetheyrenotgay
95,95,  basically happen try tell mom year probably adhd nt believe m quiet read lot thought adhd mean loud obnoxious
96,96,  oh god sister nt use Facebook ve hear post picture list people block write passive aggressive shit drama queen
97,97,  wholesome thing
98,98,  yell ACTUALLY TOUGH MONTHS
99,99,  oh thank god worried
100,100,  wow nt know mind blow
101,101,  Link Namibia German Germany world war hitler
102,102,  link Australia Papua New Guinea Germany know rest
103,103,  apparently ve wrong
104,104,  love wife talente
105,105,  nt chance cause m school right now m proud nt word surreal feel
106,106,  F x sm dungeon
