,Unnamed: 0,post
0,0,  gon na lie read book right end Edit letter
1,1,  s interesting actually maybe immediately think gender instead hehe Norway
2,2, 
3,3,  right classy elegant great figure leave sweet romantic d right s personality leave beautiful
4,4, 
5,5,  hey m norwegian right age m study London probably impact drinking habit participate hard Edit word
6,6,  grddost brie gouda edam norwegian brown cheese probably grddost toast melt butter grape good Edit add Parmesan Ugh want pasta
7,7,  norwegian british partner heritage vietnamese philippino bloody difficult find name work language favourite throw
8,8,  Matteo Matheo pronounce super popular Scandinavia white em
9,9,  survey annoying fill fact answer question nt apply Filling info sibling focus sible example nt live America suppose Americans Zip code probably look strange question contact focus sible ask face face meeting phone call world technology social medium lot way touch especially people like move different country study live away entire family away sible make like m live far away questionnaire master degree college maybe add high education option m curious focus sible year focus sible day day life choose age choose age bear boy compare naturally bear girl parent treat differently different time example dad special bond child teenager unruly parent favour sibling adult youngest favour s living come advice help bear bear take time energy require attention rest struggle depression anxiety come properly survey question parent favour child type super interesting topic lot interesting question
10,10,  rectaliner rectal recliner lazy recliner toilet rectaliner save day
11,11,  cat circle silver spoon
12,12,  man bus take entire row sit middle block bus people stand make scooch open people past year old look like generic adult grey hair glass suit dad type maybe long leg nt know try analyse come good reasoning nt walk response come past Guy move let sit window Guy close gap Feels safe slightly amazed casual rudeness
13,13,  Delilah remind song hey Delilah call Sweet song
14,14,  Ee sha love way name Aiofe Niamh look nt like pronounciation unfortunately irish
15,15,  honestly boyfriend ex bedroom window year half meet girl stand weird uncomfortable kinda creepy live campus uni nice uni outside campus nice see kid actual child pick drug sell old man car multiple time week street window young man jump death roof building street window nt actually happen commotion
16,16,  fill actually well feel hurt cheat people question hurt nt mean actually cheat dunno thought
17,17,  get cat own week old kitten sadly sleep young feed milk replacement water cat food etc large dog time bernese mountain dog kitty live bedroom big dog nt accidentally sit bedtime set inside ride helmet corner pillow wall terrify squish stroke belly fall asleep night talk time grow like dog come belly rub talk d entire conversation stroke belly Edit child got live cancer kill Edit word
18,18,  Jorbjrg og Asrun favourite haha
19,19,  tell OP ex get pregnant
20,20,  tell week ago suppose remember
21,21,  peck order peek peek order s sound cute like row take turn lift head peek peck fur sound cozy
22,22,  peek order sound adorable
23,23,  boyfriend like honeymoon period tangle like ball human body part sleep experience need close possible got flip wake nt touch anymore instead opposite year foot usually touch leg rest body separate foot touch
24,24,  boyfriend nt like handholde super rarely bed right go sleep enjoy touch cuddling maybe twice year weird thing year like s scared reject
25,25,  Jerry
26,26,  fish parcel healthy super easy fish fillet aluminium foil oil veggie cut stir fry sized piece little bit oil season close parcel pop fish flaky veggie cook fancy pesto good knob butter cooking make veggie yummy today salmon potato slice broccoli mushroom great way use leftover veg Bonus
27,27,  happen scandinavian chance
28,28,  Mar ee uhs m scandi r rolling
29,29,  thank clarify
30,30,  m tear hand find Vivienne posh liking pair winter suddenly sound like literary character like Vivienne Winter Knight
31,31,  Regina De Lara sound like celebrity possibly similarity Lana Del Ray nt know Regina mean queen lovely
32,32,  use old people name like Mildred ladybug
33,33,  duncan Damian Duncan Donovan sound close Dunkin Donuts Alexander lovely middle Duncan
34,34,  like Lulu nickname Lola find nickname like block Lou nickname
35,35,  parent sibling sign follow fashion real Rhiannon J Lastname J dad surname ve happy name getting married kid dad middle
36,36,  yeah everything go Marius definitely look whole quarter half hopefully lifetime
37,37,  know struggle norwegian british partner game bloody difficult
38,38,  ve answer m country people normally eat thing turkey Christmas strange answer go turkey maybe change apart meat main food item similar casual survey think open celebrate Christmas Christmas nt celebrate way
39,39,  maybe mean Quoc mean king thank
40,40,  ex boyfriend exactly ex boyfriend call ex family notice ah fun time
41,41,  great suggestion closeness Killian add kelian pronounce Keh lian
42,42,  partner family vietnamese kid vietnamese name international partner Vietnamese Quoc Vuong sister tell Quoc mean king nt verify interesting true royal meaning
43,43,  Cannes happen holiday family partner celebrate similar setting watch firework ocean thousand people remember get hotel realise phone blow message s find happen Nice feel surreal exact set city Nice airport leaving take security check week specifically remember stand beach people notice parent hold hand child shoulder watch firework heart break thinking day sorry happen witness hope okay
44,44,  good choice
45,45,  yeah Dildora Dora nt know choose Dik Diks Shit
46,46,  suggest put mayo pizza kind monster
47,47,  pineapple amazing pizza hot food m general mayo Nah thaaaank
48,48,  d add Tora like Thor female Thora Tora queen Norway Denmark fucking badass
49,49,  Hi Anton m Scandinavian live U K year study anthropology year bachelor ve year master coastal marine resource management Send message wanna chat
50,50,  work pee brush tooth dress door hair bus Mascara day buy breakfast grocery store workplace eat work sound like m super late tired rush honestly bed pm day love sleep
51,51,  worthy note try drill fix warranty break class user fault pay want argument normal drill fuck fault rant source aggression customer service world large power tool supplier year
52,52,  depend someone Norway geographically place sh sound kj ch sound ve see Od hear pronunciation Ode Odd pronunciation odd strange note Simen Norwegian version Simon pronounce man double name common Imagine poor man call Odd Simen travel world
53,53,  similar dream dog happy proud keep slip conversation dog Harald Norwegian version Harold like
54,54,  ve get dad surname middle mum surname parent marry change name honestly like way product family have name feel natural
55,55,  partner get hit lot woman man gay man s picture proof boyfriend leave anyone good story s remember
56,56,  sure watair germern sherperd grow
57,57,  say d bury question funeral believe yes funeral family decease personal opinion suitable small private funeral affiliate victim basically church etc
58,58,  gon na casually add Death row immediate association Jethrow
59,59,  sure sure person family
60,60,  s set aside future female pup Kenai male
61,61,  teenager anymore s thing noticing parent treat teenager problem big deal yes grand scale thing big deal yes old experienced people like small issue child teenager difficult thing experience seriously help learn healthy way cope problem
62,62,  sure say nt devalue base height nt big deal woman maybe party girl way think talk woman guy actually problem put woman height discussion clearly go go fuck bucket
63,63,  effort keeping surrounding tidy ll well start day nt play catch thing day
64,64,  Saaaaame
65,65,  Pets family nt cat
66,66,  Cool Short guy lay time m struggle problem think obvious hey ho continue bitter s want
67,67,  attitude people feel important look relationship night stand
68,68,  white female relationship short asian guy thing come unattractive post view woman prize win view guy unworthy everything look dude attitude break come attractiveness
69,69,  sound professional struggle picture little girl play sandbox tbh Molly Heidi middle name child quality guess work personal cup tea
70,70,  m happy take take good care beautiful
71,71,  picture absolutely heartbreaking
72,72,  Grammar
73,73,  got send principal office handing friend pencil
74,74,  Cucumber slice dip low sodium soy sauce delicious Apple slice cinnamon
75,75,  forgot actually tell nt fit schedule
76,76,  sister Tyson Kaja pronounce Kaya go Kays Tays Tyson cute loveable munchkin bubba boyfriend Cookie Vietnamese nt use sound kind like mum Mokkala Mokka Monica s Fat Joe nickname teenager think sound like rapper obviously nt let forget
77,77,  sort pop crush duck run car m assume rib sound happen year ago sound haunt absolute silence old couple get hit car France end fine terrifying silence hit tell damage broken ankle bruise absolutely awful extremely emotional man stand straight wife help chair sit broken ankle couple real life relationship goal
78,78,  heart go straight throat watch video m terrified dog gon na egg stuck throat suffocate m actually helicopter parenting people dog life stressful edit word
79,79,  ex doorstep share new partner new partner work cry apologised cheating year early end relationship propose lay life plan heart break tell happy new relationship new relationship talk time time friendly tone memory lesson positive learning experience completely stop contact genuinely happy bump Hugs hair ruffle
80,80,  imply interracial relationship bad thing simply state find watch interracial porn accident
81,81,  s robin
82,82,  thank reply m happy read friend guy clearly nt right thank ama good luck future endeavour
83,83,  Nell adorable m fan short name Nell right street
84,84,  Mateo Matheo fairly common Norway ve nursery work year nt problem think naming child say child parent family heritage period time child bear international expect name begin mix m norwegian partner british Vietnamese d probably choose name international british american name inspire combine heritage m tell people nt child love popular originate country connection
