,Unnamed: 0,post
0,0,  minor dealbreaker
1,1,  welcome ppl lol
2,2,  ew definitely thx nightmare fuel tho
3,3,  understand guy like high pitch voice like username btw
4,4, 
5,5,  username check
6,6,  start ask lose ask Worst thing happen disappointed day
7,7,  male giraffe cum second
8,8,  female avatar hit immediately usually minute think kinda funny cause pretty sure lot dude female avatar hit creep annoying try quest explore learn role game ask live irl rn
9,9,  spend time talk friend understand talk friend time constraint time
10,10,  dye hair know artificial go normal colored hair
11,11,  use computer mouse mom teach use computer young knew leave hand teach right handed way happy turn way use public computer library college pretty right handed
12,12,  right cancel previous lecture apologize explain cancel family outbreak head lice daughter doctor announce head lice think problem come teach see entire class look disgusted
13,13,  find get upset worry go fight inform partner need cool talk morning let progress scream match talk chance settle think thing Congrats btw
14,14,  phone money
15,15,  ride operator like Final Destination
16,16,  damn look grandma modern cauliflower grain truly st century
17,17,  think count
18,18,  Jacko type inappropriate thing Amazon tho
19,19,  great idea go spiderweb ass tomorrow
20,20,  beautiful cat
21,21,  man go way worry woman lmao sound bitter
22,22,  imagine walk tattoo shop describe artist mortify
23,23,  guy passive aggressive thing spare feeling problem piss end prefer explode smtg
24,24,  usually hope leave guest complaint couple instance hope hurt people piss kid short ride roller coaster
25,25,  usually purse work purse locker debit card work ID glass cloth cell phone pocket space need
26,26,  definitely fight try hand eye break hand able strangle use weapon get eye able away run hard time follow
27,27,  want teach lucid dream young read lot article unfortunately article mention lucid dreaming increase chance sleep paralysis terrify night lucid dream stand white room realize lucid dreaming moment elated remembered sleep paralysis freak woke lucid dream sleep paralysis cause medication consider try learn
28,28,  depend locate house s try break definitely try grab cell phone weapon run big head start break window climb fence neighborhood area lot people s lot likely try hurt McDonald far house probably try call big head start hide small fit lot unusual place obviously find eventually hope phone calling look find police come resort fight small attacker good chance beating focus take attacker focus take weapon render unable use effectively
29,29,  Congrats Liv doll go love pretty sadly stop look good small headed doll
30,30,  thrill Anu favorite episode season like Howard impression Sheldon
31,31,  Tried say permission
32,32,  awesome long pack
33,33,  Pra yer
34,34,  sooo neck entirely different giraffe world lmao
35,35,  definitely mention wrong insist benadryl premed insist benadryl place cause stuff make sleep
36,36,  Cat
37,37,  love facial expression
38,38,  thank help feel well
39,39,  work ride operator amusement park embarrassing situation give spiel ride ride stop suppose good day name park say feel yawn come try yawn quietly talk time instead bad voice crack life Kinda kill professional vibe
40,40,  Aww expect bunch horrible answer smile
41,41,  tiny chronic illness prevent physical activity kind sick eat med stand chance arena probably jump plate begin avoid hack piece career
42,42,  professional work haunt house thing tactic jumpscare stare gross jumpscare need scary costume obviously shock gory well Perfect scream good able terrify go sound like comedy pick good hiding spot Walk house try pick obvious spot expect jump Pick unusual spot people look twice group people start come jump scream sure timing right early late wo big impression jump hide chase people sure touch stare favorite dramatic costume scary obviously time vampire thick eyeliner blood run face find spot stand sit people walk look direct eye contact follow slowly eye turn head need Try blink let break eye contact wo scream dread definitely nervous occasionally think real quick swipe terrifying jumpscare gross sure well name ongoing performance maybe crawl hand knee possess demon lie flail table torture victim purpose horrify viewer outright scare physical performance require stamina advanced act skill think living piece decor yea sure tactic experience hope help
43,43,  question go low division work soon need start think BFA necessary alright aa degree try decide well option aa start audition time continue train private lesson master class stick extra year earn BFA California good place stay start career feel establish country guy attend class outside college one help further career advice happy hear honestly terrify get ready jump
44,44,  Yea think weird mention Anu miss feel like episode season connect try hard tie loose end
45,45,  thx advice want look good
46,46,  weekend go working scare actor haunt house non pay thing acceptable add resume professional career school minor act job moment
47,47, 
48,48,  Cat
49,49,  fever completely head convince NASA chip brain turn gorilla horse evidence head hurt chip obviously give banana lunch poor nurse deal demand turn gorilla horse
50,50,  guy year time hang let finger horrible like actually hurt tell hurt get mad day complain group chat bad girl play hate small tit later announce chat scar cut yea fun time lol
51,51,  thank
52,52,  Water technically hate milk lactose intolerant honestly remember taste like
53,53,  big fan facial hair guy completely bare faced think hot
54,54,  Hmmm ask mom find s
55,55,  mention good lol
56,56,  burn PEOPLE stake murder
57,57,  feel exactly way get nipple piercing feel way confident
58,58,  r oldpeoplefacebook
59,59,  wine consider blood jesus tho
60,60,  black white look good
61,61,  assume alien race animal specie manage dominant group cannibal anyways Women procreate strong healthy woman breed strongest healthy man force breastfeed baby cause breast milk feed meat worth baby wean take away woman impregnated woman reach menopause slaughter sick elderly small good meat meat human pet food master specie cheap human beef jerky human hotdog baby kid grow encouraged play work feed ton veggie protein shake grow big strong woman procreate fertile man select need couple man group woman pregnant rest man ideally strong muscular slaughter good cut meat come disclaimer condone cannibalism way write fun
62,62,  happy birthday Loki
63,63,  right way Congrats Stanley look happy
64,64,  beautiful doll Obitsu body want know
65,65,  Cat
66,66,  Cat
67,67,  aw poor fishie live day comfort
68,68,  content upset lot ppl appear r search access warning continue
69,69,  check shut quarantine
70,70,  mom set trap neighborhood catch feral cat spay release get skunk raccoon opossum bad skunk cause close let spray
71,71,  think good idea actually interested now template thing
72,72,  wonder assume want drink easy way lol
73,73,  feel like hard pinch septum worse imo nipple equivalent maybe tiny bit bad navel
74,74,  assume horseshoe ring talk unscrew ball pull stick try have piercer help end have right mri nurse use pliar idk safe hole go close immediately stay open hour day depend person fine clean
75,75,  Omg sound million time well chlorine taste shit want throw drink golitely take
76,76,  life sentence attempt murder
77,77,  awesome definitely
78,78,  flare safety food scramble egg applesauce smoothie plain mashed potato plain popcorn plain gluten free pasta
79,79,  tablet drank gallon Golitely Omfg feel enlighten
80,80,  sure think send sticker
81,81,  long shower dress appropriately cool
82,82,  hit sue crap way
83,83,  difference ppl worry catch like say California ppl uptight abt place fear catch rly big place
84,84,  Toilet paper
85,85,  live Cali smoke weed anyways legalize mean ppl public
86,86,  true think possibility woman outright admit lie fair man accuse away repercussion
87,87,  say hard prove lie
88,88,  yes false accusation punish despicable accuse make actual victim lose credibility hard prove happen good lock real rape victim provide proof marine bio teacher good analogy talk falsifiable claim claim mermaid ocean falsify finding mermaid claim mermaid ocean falsify falsify prove mermaid ocean possibility find similarly claim s rape falsified finding proof rape s rape falsified way prove happen
89,89,  personally like top ppl like big deal lol
90,90,  news like piss immunocompromise epidemic preventable disease start basically guarantee horrible possibly life threaten version immediately wonder anti vaxxer totally ok kill kid elderly ppl health issue enable return preventable disease end die fucking shot rise grave haunt rest life
91,91,  anti vaxxer colloidal silver
92,92,  sound like post assume epidemic start get flu year start vaccinate kid want flu shot reason let want shot cause hassle wanting shot believe poisonous autism different thing
93,93,  people say game stuff totally random usually end piece furniture get lot lamp chair supernatural send elixir Sim use supernatural send elixir want basic luxury surprise random shit tho lol want gift lmk username send lot gift sim moodlet lol
94,94,  wow think mod cool
95,95,  crustie look infect painful hot touch oozing pus stuff like infected doctor piercer take wound heal seal infection inside look ok crustie bug warm saline soak soften pick tho
96,96,  feel like spam post clutter sub wrong ban like look picture people doll nice know love doll collect cool discussion maybe collection work underrated doll know ect notice sub vocal love opportunity talk doll collector sorry badly write pull nighter tired lol
